rec_id,state,county,site_name,devel,latitude,longitude,oremin,assocmin,hostrock,source
731,CO,Fremont,"Gem Park complex",occurrence,38.2669,-105.5449,"asbestiform winchite, asbestiform richterite, asbestiform riebeckite","aegirine, tremolite-actinolite, augite, phlogopite, vermiculite, dolomite, calcite, barite, apatite, magnetite","pyroxenite, gabbro",ofr20071182
732,CO,Fremont,"Pinon Peak breccia pipes",occurrence,38.4057,-105.4768,crocidolite,"quartz, orthoclase, sodic plagioclase, aegirine, rutile, calcite, chlorite, ferruginous clay mineral, phlogopite, hematite, biotite","lamprophyre breccia pipes",ofr20071182
733,CO,Chaffee,"Sedalia mine",occurrence,38.5892,-106.0203,"asbestos"""" (amphibole)","numerous minerals reported--see Lindgren (1908) and Sheridan and Raymond (1984)",amphibolite,ofr20071182
734,CO,Boulder,"Camp Albion mining district",occurrence,40.0429,-105.5939,"asbestiform ferrian winchite","pyroxene, quartz, feldspar, calcite, galena, pyrite, sphalerite","syenite dike",ofr20071182
735,CO,Larimer,"Sloan pipe",occurrence,40.8426,-105.4562,chrysotile,"numerous minerals reported--see McCallum and Eggler (1971)","kimberlite diatreme",ofr20071182
736,CO,Jackson,"Salt Creek vermiculite deposits",occurrence,40.9836,-106.332,"asbestiform tremolite","hornblende, biotite, vermiculite, chlorite, serpentine, olivine","serpentinite, hornblendite",ofr20071182
737,ID,Adams,"unnamed occurrences",occurrence,45.213,-116.352,"tremolite asbestos","antigorite, talc, magnesite, chlorite, actinolite","ultramafic rock",ofr20071182
738,ID,Idaho,"Blacktail asbestos prospect","past prospect",45.922,-115.964,"slip-fiber anthophyllite, cross-fiber tremolite asbestos","antigorite, talc, chlorite, iron oxides",metaperidotite,ofr20071182
739,ID,Idaho,"Kamiah asbestos deposits","past producer",46.216,-115.838,"brittle mass-fiber anthophyllite","talc, olivine, magnetite, chromite, spinel, antigorite, kammererite(?), magnesite(?), pyrite, tremolite, clinochlore",dunite,ofr20071182
740,ID,Clearwater,"Orofino Creek anthophyllite deposits",occurrence,46.488,-116.027,"mass-fiber anthophyllite","olivine, enstatite, tremolite, talc",harzburgite,ofr20071182
741,ID,Clearwater,"Olson asbestos","past prospect",46.536,-116.315,asbestos,"not reported","not reported",ofr20071182
742,ID,Clearwater,"Teakean asbestos deposits","past prospect",46.547,-116.354,"slip-fiber anthophyllite","talc, serpentine, enstatite, tremolite, olivine",harzburgite,ofr20071182
743,ID,Shoshone,"Tamarack-Custer mine",occurrence,47.5385,-115.8575,"asbestiform actinolite",galena,"lead-ore vein",ofr20071182
744,MT,Madison,"Little Mile Creek (Cliff Lake) asbestos deposit","past prospect",44.7559,-111.4252,chrysotile,"antigorite, aragonite","metacarbonate (marble)",ofr20071182
745,MT,Beaverhead,"Anderson deposit","past prospect",44.7841,-112.9526,chrysotile,"serpentine minerals","serpentinized dolomitic marble",ofr20071182
746,MT,Beaverhead,"Jake Creek ultramafic body",occurrence,44.9589,-112.5167,"cross-fiber veins of anthophyllite","serpentine, talc, chlorite, phlogopite, tremolite, magnetite, hornblende, calcic plagioclase",serpentinite,ofr20071182
747,MT,Carbon,"Red Lodge chromite district",occurrence,45.0386,-109.4497,chrysotile,"antigorite, lizardite, amphibole, orthopyroxene, olivine, clinopyroxene, chromite, talc, chlorite, phlogopite, carbonates, epidote","ultramafic rocks",ofr20071182
748,MT,Beaverhead,"Wolf Creek ultramafic pluton",occurrence,45.075,-112.427,"chrysotile, anthophyllite asbestos","serpentine minerals",peridotite,ofr20071182
749,MT,Madison,"unnamed occurrences",occurrence,45.1867,-112.4167,"cross-fiber serpentine asbestos","serpentine minerals",marble,ofr20071182
750,MT,Madison,"unnamed occurrences",occurrence,45.1928,-112.4425,"cross-fiber serpentine asbestos","serpentine minerals",marble,ofr20071182
751,MT,Carbon,"Rosebud asbestos claim","past prospect",45.255,-109.554,asbestos,"serpentine minerals","not reported",ofr20071182
752,MT,Park,"Copper Queen claim",occurrence,45.2876,-110.5833,asbestos,"quartz, graphite, malachite, chalcanthite, limonite","hornblende diorite, """"metadiorite schist",ofr20071182
753,MT,Gallatin,"Moon Lake asbestos","past prospect",45.319,-111.278,"anthophyllite asbestos",amphibole,"amphibolite gneiss",ofr20071182
754,MT,Gallatin,"Table Mountain prospect","past prospect",45.3317,-111.2523,"anthophyllite asbestos","antigorite, chromite, talc, limonite, cummingtonite, chlorite, actinolite-tremolite","altered mafic dike (amphibolite)",ofr20071182
755,MT,Gallatin,"Karst asbestos mine","past producer",45.3561,-111.1825,"anthophyllite asbestos","serpentine (antigorite), pyroxene, actinolite","serpentinized peridotite",ofr20071182
756,MT,Gallatin,"Wilson Creek asbestos",occurrence,45.483,-111.146,asbestos,serpentine,serpentinite,ofr20071182
757,MT,Gallatin,"unnamed asbestos prospect","past prospect",45.5668,-110.9696,"anthophyllite asbestos","not reported",diabase,ofr20071182
758,MT,Madison,"Hudson Group",occurrence,45.694,-112.3105,asbestos,"garnet, epidote, siderite, serpentine, calcite, magnetite, quartz, limonite, hematite, bornite, galena",skarn,ofr20071182
759,MT,Lincoln,"Rainy Creek complex",occurrence,48.4348,-115.4081,"asbestiform winchite, asbestiform richterite, asbestiform tremolite","calcite, talc, dolomite, K-feldspar, pyroxene, hydrobiotite, quartz, vermiculite, biotite, magnesioriebeckite, magnesio-arfvedsonite","biotitite, biotite pyroxenite, magnetite pyroxenite",ofr20071182
760,MT,Lincoln,"Larue-Cripe asbestos",occurrence,48.773,-115.696,"tremolite asbestos","not reported",argillite,ofr20071182
761,MT,Lincoln,"Esther May asbestos claims","past prospect",48.835,-115.715,"tremolite asbestos, anthophyllite asbestos",autunite,argillite,ofr20071182
762,NM,Hidalgo,"Gold Hill mine",occurrence,31.8211,-108.4519,"tremolite asbestos","quartz, chlorite, muscovite, calcite, pyrite, hematite, chalcopyrite, sphalerite, galena, tetradymite, gold, arsenopyrite, tourmaline, copper and bismuth carbonates","syenite dike",ofr20071182
763,NM,"Dona Ana","Hilltop mine",occurrence,32.4575,-106.5575,"chrysotile asbestos, actinolite asbestos","quartz, galena, pyrite, altaite, sphalerite, rickardite",dolomite,ofr20071182
764,NM,Grant,"Ricolite district",occurrence,32.7475,-108.7128,"chrysotile asbestos","serpentine, talc, calcite","serpentinite (""""ricolite"""")",ofr20071182
765,NM,Grant,"Fierro-Hanover mining district",occurrence,32.8186,-108.0747,"chrysotile asbestos, fibrous actinolite (""""mountain leather"""")","numerous minerals reported--see Schmitt (1935, p. 204)",dolomite,ofr20071182
766,NM,Socorro,"Jones Camp mining district",occurrence,33.8681,-106.1785,"asbestiform actinolite","magnetite, hematite, limonite, calcite, tremolite, azurite, malachite, pyrite","limestone, replacement iron deposit",ofr20071182
767,WY,Albany,"Halleck Canyon area",occurrence,41.878,-105.397,chrysotile,serpentine,serpentinite,ofr20071182
768,WY,Carbon,"Sunday Morning Creek area (Seminoe Mountains)",occurrence,42.205,-107.004,"anthophyllite asbestos","serpentine, chlorite",serpentinite,ofr20071182
769,WY,Fremont,"Fire King deposit","past producer",42.54,-108.7402,chrysotile,"serpentine, magnetite, carbonate",serpentinite,ofr20071182
770,WY,Fremont,"Beaver Creek (Abernathy) deposit","past prospect",42.5586,-108.3499,chrysotile,"vermiculite, talc, anthophyllite",serpentinite,ofr20071182
771,WY,Natrona,"Smith Creek deposit","past producer",42.638,-106.226,"cross-fiber chrysotile","serpentine, olivine, quartz, magnetite",serpentinite,ofr20071182
772,WY,Natrona,"Green Hill deposit","past prospect",42.6409,-106.1522,chrysotile,"serpentine, magnetite, quartz, talc",serpentinite,ofr20071182
773,WY,Converse,"Koch deposit (Deer Creek area)","past prospect",42.655,-106.051,"chrysotile, amphibole asbestos","serpentine, vermiculite",serpentinite,ofr20071182
774,WY,Converse,"Smith vermiculite deposit and serpentinite bodies near the head of Dry Creek (Stardust claims)",occurrence,42.729,-105.868,chrysotile,"serpentine, vermiculite, chlorite, fibrous tremolite, fibrous anthophyllite, actinolite, talc, carbonates, magnetite, biotite, hornblende",serpentinite,ofr20071182
775,WY,Natrona,"Casper Mountain asbestos deposits","past producer",42.74,-106.33,"cross-fiber chrysotile","serpentine, olivine, quartz, carbonate",serpentinite,ofr20071182
776,WY,Fremont,"Western Owl Creek Mountains",occurrence,43.62,-109.383,"amphibole asbestos","serpentine, calcite, pyrite, chalcopyrite","diabase porphyry dikes",ofr20071182
777,WY,Teton,"Berry Creek (Brown Bear) deposit","past prospect",44.03,-110.81,"slip-fiber chrysotile, slip-fiber amphibole","serpentine, chlorite, magnetite, quartz","ultrabasic dike (serpentinite)",ofr20071182
778,WY,Washakie,"Canyon Creek (Grey Goose) claim","past prospect",44.094,-107.14,"amphibole asbestos","fibrous talc","talc schist",ofr20071182
779,AR,Pike,"Prairie Creek lamproite",occurrence,34.0336,-93.6756,clinochrysotile,"serpentine, olivine, clinopyroxene, phlogopite, chromite, perovskite, magnetite, priderite, amphibole",peridotite,ofr20061211
780,AR,Scott,"unnamed peridotite dikes",occurrence,34.9373,-93.7603,chrysotile,"serpentine, olivine, phlogopite, calcite, magnetite",peridotite,ofr20061211
781,KS,Woodson,"Silver City (Hills Pond) dome",occurrence,37.7475,-95.7867,chrysotile,"olivine, antigorite, lizardite, phlogopite, richterite, magnetite","lamproite sill",ofr20061211
782,KS,Riley,"Bala intrusion",occurrence,39.3058,-96.9156,chrysotile,"numerous minerals reported--see Eastwood and Brookins (1965)","ultramafic rock",ofr20061211
783,KS,Riley,"Stockdale pipe",occurrence,39.342,-96.7239,chrysotile,"numerous minerals reported--see Rosa and Brookins (1966)","ultramafic rock",ofr20061211
784,MI,Dickinson,"Metronite quarry",occurrence,46.0032,-87.7746,chrysotile,"antigorite, dolomite, pigeonite, fibrous tremolite, actinolite, anthophyllite, diopside, phlogopite, pyrrhotite, pyrite, chalcopyrite, ilmenite, quartz, zoisite, talc, magnetite","dolomitic marble",ofr20061211
785,MI,Marquette,"Washington iron mine",occurrence,46.4927,-87.8805,"asbestiform actinolite","quartz, magnetite, garnet, chlorite",iron-formation,ofr20061211
786,MI,Marquette,"Verde Antique quarry and Ropes gold mine property",occurrence,46.5252,-87.7246,chrysotile,"serpentine, dolomite",serpentinite,ofr20061211
787,MI,Marquette,"Presque Isle",occurrence,46.5904,-87.3772,chrysotile,"serpentine, augite, hypersthene, olivine, magnetite, hematite, dolomite, kaolinite",peridotite,ofr20061211
788,MI,Baraga,"Taylor mine",occurrence,46.6637,-88.4416,clinochrysotile,"numerous minerals reported--see Bailey and Tyler (1960)","goethite iron-formation",ofr20061211
789,MN,"Saint Louis","occurrence in the Aurora sill",occurrence,47.5513,-92.1917,crocidolite,"quartz, siderite, iron-silicate minerals",taconite,ofr20061211
790,MO,Iron,"unnamed prospect","former prospect",37.625,-90.802,"asbestiform actinolite","not reported","basic dike"""" (Dake, 1930)",ofr20061211
791,MO,"Saint Francois","Iron Mountain mine",occurrence,37.7006,-90.6406,"crocidolite, fibrous actinolite","numerous minerals reported--see Kisvarsanyi and Kisvarsanyi (1989)","iron skarn",ofr20061211
792,SD,Custer,"occurrence near Iron Mountain",occurrence,43.852,-103.43,"actinolite asbestos","not reported",iron-formation,ofr20061211
793,SD,Lawrence,"unnamed prospect","former prospect",44.188,-103.729,"actinolite asbestos","not reported",iron-formation,ofr20061211
794,SD,Lawrence,"Homestake gold mine",occurrence,44.3562,-103.7643,"asbestiform grunerite-cummingtonite, """"fibrous, dark green, radiating aggregates of actinolite, often with a silky luster"""" (Roberts and Rapp, 1965, p. 14)","numerous minerals reported--see Sharwood (1911), Noble (1950), and McCarthy (1976)",iron-formation,ofr20061211
795,TX,Hudspeth,"T & P Number 1 quarry",occurrence,31.1185,-105.0308,"asbestiform richterite","talc, chlorite, dolomite, quartz","talcose phyllite",ofr20061211
796,TX,Hudspeth,"Buck quarry",occurrence,31.1542,-105.1106,"long-fiber asbestiform richterite","talc, carbonate minerals, quartz","talcose phyllite",ofr20061211
797,TX,Hudspeth,"Neal Mann prospect",occurrence,31.0561,-104.9125,"asbestiform actinolite","talc, calcite, tremolite, quartz, montmorillonite","metamorphosed limestone",ofr20061211
798,TX,Hudspeth,"Diablo prospect, western locality","former prospect",31.1653,-105.0681,"potassian richterite to potassian winchite"""" asbestos (Wylie and Huggins, 1980), crocidolite","talc, dolomite, richterite, white mica, quartz",dolomite,ofr20061211
799,TX,Hudspeth,"Diablo prospect, eastern locality","former prospect",31.1658,-105.0639,"potassian richterite to potassian winchite"""" asbestos (Wylie and Huggins, 1980), crocidolite","talc, dolomite, richterite, white mica, quartz",dolomite,ofr20061211
800,TX,Blanco,"Coal Creek area",occurrence,30.4779,-98.5752,"brittle long-fiber amphibole asbestos, chrysotile","serpentine, magnetite, zaratite",serpentinite,ofr20061211
801,TX,Llano,"Oxford area",occurrence,30.6258,-98.7096,"amphibole asbestos","serpentine, magnetite, anthophyllite, pyroxene, talc, vermiculite",serpentinite,ofr20061211
802,TX,Llano,"Keener Branch area",occurrence,30.5084,-98.7777,"amphibole asbestos","serpentine, talc, anthophyllite, tremolite, magnetite",serpentinite,ofr20061211
803,WI,Marinette,"Herriman prospect","former prospect",45.574,-87.824,"cross-fiber chrysotile veins","not reported",peridotite,ofr20061211
804,WI,Marinette,"occurrence along the Sturgeon Falls sill",occurrence,45.753,-87.892,"cross-fiber chrysotile asbestos","antigorite, carbonate minerals (dolomite or magnesite), magnetite, chromite, chlorite",serpentinite,ofr20061211
1001,OR,Jackson,"Upper Applegate Creek 1 talc",outcrops,42.7467,-123.0389,"***large boulders and pieces of float***contains abundant radiating fibrous amphibole"""" (Ferns and Ramp, 1988, p. 36).","talc, serpentine",metaserpentinite,
1002,OR,Jackson,"Doe Peak 1 talc occurrence",outcrops,42.0151,-122.767,"A pale-green, foliated platy talc with minor and very finely disseminated magnetite***consists mostly of talc with trace amounts of chlorite and fibrous tremolite"""" (Ferns and Ramp, 1988, p. 35).","talc, magnetite, chlorite",serpentinite,
1003,WA,Stevens,"Van Stone mine","historic lead-zinc mine",48.7606,-117.7564,"Tremolite occurs as radiating fibrous crystals up to 1 inch in length, generally colorless or, where intergrown with sphalerite, having a brown cast"""" (Cox, 1968, p. 1516-1517).","jasperoid (silica), sphalerite, galena, brucite, calcite, palygorskite, pyrite, pyrrhotite, jamesonite, barite",dolomite,
1004,WA,Chelan,"Golden Horn batholith",outcrops,48.503,-120.667,"Single prismatic amphibole crystals are occasionally encountered with fibrous blue terminations resembling paint brushes or are totally covered with fibrous blue needles oriented parallel to the c-axis. According to analyses of the composite crystals, composition ranges from fluorine-rich riebeckite at the fibrous termination to ferrorichterite, then to riebeckite, ferrowinchite, ferrorichterite, and finally to katophorite at the base of the prism"""" (Becker, 1991, p. 457).","numerous minerals reported--see Becker (1991)","alkaline granite",
1005,WA,Skagit,"Burlington quarry",quarry,48.4848,-122.3197,"Asbestos-Talc Products of Washington, Inc., of Burlington, Skagit County, mines a somewhat fibrous soapstone-actinolite mixture that has developed in shear zones cutting greenstone. It is ground, mixed with asbestos and use [sic] for special cements"""" (Glover, 1936, p. 14).","talc, serpentine",greenstone,
1006,WA,Stevens,"Stranger Creek",outcrops,48.407,-117.986,"Fibrous radiating tremolite interbedded with dolomite throughout a thickness of 1,000 ft"""" (Valentine, 1960, p. 8).","not reported",dolomite,
1007,WA,Stevens,"Boundary Butte","prospect hole",48,-118.163,"Fibrous radiating tremolite occurs in a bed of altered dolomite 4 ft. thick"""" (Valentine, 1960, p. 8).","not reported",dolomite,
1008,CA,Calaveras,"New Melones Lake spillway",occurrence,37.946,-120.531,"Actinolite commonly occurs as white to very pale-green flexible fibers in areas 1 and 3 as well as in many of the other smaller veins. In area 1, fibrous crystals to 1 cm cover areas up to 60 x 30 cm and occur with albite to form attractive plates. Actinolite has also been found in one vein south of area 3 as flexible, long-fibered (up to 15 cm) parallel aggregates."""" (Pohl and others, 1982, p. 297)","ferroaxinite, albite, calcite, chlorite, epidote, quartz","metagabbro, metabasalt",
1009,CA,Fresno,"occurrence on California State Highway 168, just west of Humphreys",roadcut,36.9621,-119.4469,"Radial tufty anthophyllite"""" (Pabst, 1942, p. 575)","antigorite, pyroxene, talc, tremolite, actinolite, biotite, chlorite, olivine, plagioclase, hornblende, biotite, quartz, magnetite, apatite, vermiculite","serpentine nodules in mica schist",
1010,CA,Fresno,"Occurrence near Twin Lakes",outcrops,37.2956,-119.1529,"These [tremolite] crystals have no common orientation, but occur in crisscrossing mats, or as nodular lumps protruding from the marble"""" (Chesterman, 1942, p. 254)","diopside, phlogopite, spinel, grossularite garnet, clinohumite, anorthite","dolomitic marble",
1011,CA,Madera,"Occurrence near Shadow Lake",outcrops,37.697,-119.125,"Dark blades and needles of piedmontite, embedded in quartz and associated with white, fibrous tremolite"""" (Short, 1933, p. 494)","piedmontite, quartz","schistose volcanic rocks",
1012,CA,Marin,"unnamed occurrence",occurrence,37.89,-122.45,"AMPHIBOLE var. TREMOLITE--Fiberous [sic] seams up to 1"""" thick are found in the chlorite schist about 3/4 of a mile northeast of Reed Station, Tiburon Peninsula."""" Pelletier (1962, p. 5)","not reported","chlorite schist",
1013,CA,Mendocino,"Laytonville quarry","rock quarry",39.618,-123.462,"""""Riebeckite occurs as bluish-black prismatic crystals as much as 1 cm long and 2 mm wide, and as aggregates of radiating greyish-blue fibers."""" """"Grunerite occurs in brown fibrous and silky crystals."""" (Chesterman, 1966, p. 506)","quartz, stilpnomelane, crossite, aegerite, pyrite, deerite, zussmanite, and garnet with riebeckite; stilpnomelane, zussmanite, quartz, oligonite with grunerite","meta-chert (riebeckite), meta-ironstone (grunerite)",
1014,CA,Monterey,"Cape San Martin",outcrops,35.8903,-121.461,"Thin layers of talc separate some individuals and both talc and finely fibrous white tremolite are pressed into the valleys between protuberances."""" (Crippen, 1976, p. 15)","talc, nephrite",serpentinite,
1015,CA,Monterey,"Jade Cove",outcrops,35.9179,-121.4708,"Tremolite-actinolite is the most common new mineral, usually in finely fibrous bundles dispersed in the cloudy isotropic material."""" (Crippen, 1976, p. 14)",nephrite,mylonite,
1016,CA,Riverside,"Eagle Mountains iron-ore district","historic iron mines",33.875,-115.536,"The tremolite and anthophyllite are generally present in fibrous radial masses, single fibrous sheaves an inch or two in length occurring frequently"""" (Harder, 1912, p. 76)","hematite, magnetite, and numerous other minerals--see Harder (1912, p. 73-77)","iron-ore deposits replacing dolomite",
1017,CA,Riverside,"Jensen quarry","rock quarry",34.0225,-117.4296,"Amphiboles are scattered throughout this area [of the quarry] as blackish sprays of needles in the course [sic] garnet-epidote rocks and as soft green mats along the pocket zone. Samples from one pocket show a continuous range from masses of course [sic] green actinolite to the delicate variety called amianthus"""" (DeVito and Ordway, 1984, p. 277)","numerous minerals reported--see Cooney (1956) and DeVito and Ordway (1984)","dolomitic marble",
1018,CA,"San Benito","Mina Numero Uno claim","boulders and outcrops",36.38,-120.68,"The vugs are commonly lined with albite and silvery gray fibrous amphibole"""" (Laurs and others, 1997, p. 174)","albite, benitoite, neptunite, joaquinite-group minerals",blueschist,
1019,CA,"San Bernardino","Cascade Canyon",outcrops,34.212,-117.663,"A fibrous, pale blue mineral which optical and chemical examination has shown to be soda tremolite occurs on the cleavage planes of the rock."""" (Merriam and Laudermilk, 1936, p. 716)",diopside,"metamorphic rocks",
1020,CA,"San Diego","Inspiration Point area",outcrops,33.05,-116.567,"The rocks of this area, being within the zone of uralitic (?) alteration, are partly to completely altered to the light green fibrous amphibole."""" (Creasey, 1946, p. 21-22)","olivine, hornblende, hypersthene, feldspar, pyrrhotite","altered ultramafic rock",
1021,CA,"Santa Cruz","Kalkar quarry","rock quarry",36.9812,-122.0467,"A variety of tremolite called mountain leather can be found along fractures in sheared and faulted limestones."""" (Gross and others, 1967, p. 8)","numerous minerals reported--see Gross and others (1967)","recrystallized limestone with interbedded calc-silicate rocks",
1022,CA,"Santa Cruz","Gabbro body near Pine Flat Road",outcrops,37.079,-122.14,"Colorless cummingtonite may occur as fibrous, radiating aggregates"""" (Leo, 1967, p. 34)","plagioclase, hornblende, biotite, hypersthene, quartz, ilmenite, apatite, sphene, rutile",gabbro,
1023,CA,Tuolumne,"Moccasin area",outcrops,37.84,-120.349,"Riebeckite occurs most commonly as irregular bundles of elongate prisms, pseudomorphous after hornblende, and as fine needles in groundmass....In altered phyllitic rocks it forms felted to nematoblastic aggregates, commonly preferentially replacing specific beds or lamellae."""" (Albino, 1995, p. 387)",albite,"altered phyllitic rocks",
1024,CA,Inyo,"Bonnie mine",,36.0163,-116.8944,,,,
1025,CA,Inyo,"Death Valley mine (includes Mammoth workings and Sidewinder claims)",,36.0142,-116.9167,,,,
1026,CA,Inyo,"Timmy deposit",,36.0062,-116.891,,,,
1027,CA,Inyo,"Montgomery (Panamint) mine",,35.9899,-116.9421,,,,
1028,CA,Inyo,"Warm Spring-Grantham mines",,35.9614,-116.8946,,,,
1029,CA,Inyo,"Panamint mine",,35.9509,-116.8794,,,,
1030,CA,Inyo,"Anvil Spring Canyon deposit",,35.9401,-116.884,,,,
1031,CA,Inyo,"Owlshead deposits",,35.869,-116.7175,,,,
1032,CA,Inyo,"Markley deposits",,35.8466,-116.4049,,,,
1033,CA,Inyo,"Eclipse mine",,35.8428,-116.3789,,,,
1034,CA,Inyo,"Comet deposit",,35.8338,-116.3835,,,,
1035,CA,Inyo,"Arletta deposits",,35.8284,-116.3763,,,,
1036,CA,Inyo,"Jim Francis (Giant) mine",,35.8189,-116.384,,,,
1037,CA,Inyo,"Mammoth mine",,35.8188,-116.3941,,,,
1038,CA,Inyo,"Donna Loy mine",,35.8071,-116.085,,,,
1039,CA,Inyo,"Atlas (Brown, Valley) deposits (includes the Ibex mine)",,35.806,-116.4542,,,,
1040,CA,Inyo,"Tough (A.C.) deposits",,35.804,-116.2666,,,,
1041,CA,"San Bernardino","Crystal Spring mine",,35.7931,-115.9608,,,,
1042,CA,"San Bernardino","Omega mine",,35.7869,-115.9739,,,,
1043,CA,"San Bernardino","Smith (Tecopa) mine",,35.7863,-115.9951,,,,
1044,CA,"San Bernardino","Vulcan (Harry Adams) mine",,35.7852,-115.9343,,,,
1045,CA,"San Bernardino","Western (Acme, Lindsay) mine",,35.7839,-116.1263,,,,
1046,CA,"San Bernardino","Amargosa mine",,35.7833,-116.2033,,,,
1047,CA,"San Bernardino","Rogers mine",,35.783,-116.0079,,,,
1048,CA,"San Bernardino","Ibex (Moorehouse) mine",,35.7805,-116.4179,,,,
1049,CA,"San Bernardino","Monarch mine",,35.7797,-116.4082,,,,
1050,CA,"San Bernardino","Excelsior deposit (Excelsior mine, Pioneer mine, and Apex workings)",,35.7786,-115.8368,,,,
1051,CA,"San Bernardino","Pleasanton mine",,35.7775,-116.4111,,,,
1052,CA,"San Bernardino","Snow White (Kingston No. 1) mine",,35.7772,-115.8308,,,,
1053,CA,"San Bernardino","Kingston (Kingston No. 8) deposit",,35.7738,-115.9123,,,,
1054,CA,"San Bernardino","Acme mine",,35.7681,-116.1277,,,,
1055,CA,"San Bernardino","Booth mine",,35.761,-116.06,,,,
1056,CA,"San Bernardino","Pongo mine",,35.7276,-116.4251,,,,
1057,CA,"San Bernardino","Superior mine",,35.7116,-116.4055,,,,
1058,CA,"San Bernardino","Johnson (Kingston) deposit",,35.7094,-115.8578,,,,
1059,CA,"San Bernardino","White Cap mine",,35.7058,-116.4125,,,,
1060,CA,"San Bernardino","Saratoga mine",,35.7015,-116.4184,,,,
1061,CA,"San Bernardino","Caliente (B.F.J.) mine",,35.6911,-116.3617,,,,
1062,CA,"San Bernardino","Rainbow mine",,35.685,-116.3597,,,,
1063,CA,"San Bernardino","Sheep Creek (Western Atlas) mine",,35.5949,-116.3598,,,,
1064,CA,"San Bernardino","Annex (Mammoth) mine",,35.5287,-116.0987,,,,
1065,CA,"San Bernardino","Berryhill (Riggs) mine",,35.5252,-116.1012,,,,
1066,CA,"San Bernardino","Ceramic mine (and Patricia deposit)",,35.5064,-116.0276,,,,
1067,CA,"San Bernardino","Number 5 workings",,35.4593,-116.0066,,,,
1068,CA,"San Bernardino","Addenda Extension mine",,35.4579,-116.0264,,,,
1069,CA,"San Bernardino","Addenda mine",,35.4573,-116.0226,,,,
1070,CA,"San Bernardino","Gould mine",,35.456,-116.0195,,,,
1071,CA,"San Bernardino","Number 2 1/2 workings",,35.4548,-116.0114,,,,
1072,CA,"San Bernardino","Number 2 shaft",,35.4547,-116.0147,,,,
1073,CA,"San Bernardino","Number 3 workings",,35.4535,-116.016,,,,
1074,CA,"San Bernardino","Yucca mine",,35.45,-115.9207,,,,
1075,CA,"San Bernardino","Number 4 workings",,35.4498,-116.0003,,,,
1076,CA,"San Bernardino","Pomona mine (Yucca Grove, Desert Talc and Clay)",,35.4238,-115.8073,,,,
1077,CA,"San Bernardino","Great Wanamingo mine (Calmasil Extension, Halloran Spring deposit)",,35.4238,-115.8445,,,,
1078,CA,"San Bernardino","Calmasil mine",,35.4182,-115.8017,,,,
1079,AZ,Yavapai,"Boggs mine","former gold-silver-copper-zinc mine",34.452,-112.258,"veinlike masses of white coarse quartz, surrounded by rims of garnet, epidote, and a fine felted radiating amphibole"""" Lindgren (1926, p. 140)","quartz, garnet, epidote, sphalerite, arsenopyrite, calcite, bournonite",schist,
1080,AZ,Gila,"Old Dominion mine","former copper mine",33.4147,-110.7902,"Actinolite """"as mountain leather along bedding planes of Mescal limestone"""" (Galbraith, 1947, p. 82)","numerous minerals reported--see Peterson (1962)","magnesian limestone",
1081,AZ,Greenlee,"Morenci district","copper mines",33.099,-109.366,"A fibrous green amphibole replaces chlorite"""" (Moolick and Durek, 1966, p. 228)","chlorite, epidote, pyrite","hornfels (contact-metamorphosed shale)",
1082,AZ,Graham,"occurrence on Ash Peak",outcrops,32.752,-109.262,"Actinolite """"as mountain leather, Ash Peak"""" (Goldbraith, 1947, p. 82)","not reported","not reported",
1083,AZ,Cochise,"Toughnut mine","former lead-silver-zinc-copper-gold mine",31.707,-110.0671,"Tremolite occurs as long, fibrous masses that replace Blue limestone in the fourth level of the Toughnut Mine"""" (Butler and others, 1938, p. 60).","numerous minerals reported--see Butler and others (1938)",limestone,
1084,NV,Eureka,"Goldstrike mine","gold mine",40.9708,-116.3644,"Actinolite """"as medium green, acicular to fibrous crystals to 1.5 cm"""" (Castor and Ferdock, 2004, p. 128). Tremolite """"reported as byssolite in dark-green, filiform to needlelike crystals"""" (Castor and Ferdock, 2004, p. 440).","plagioclase, pyroxene, hornblende, biotite, potassium feldspar, quartz, calcite, pyrite, apatite, magnetite, sphene, chlorite","diorite, skarn",
1085,NV,Humboldt,"Gold Run district","gold prospects",40.7907,-117.5033,"Actinolite """"reported as uralite in gray fibrous masses to 1 cm"""" (Castor and Ferdock, 2004, p. 128)","garnet, quartz, hematite",skarn,
1086,NV,Nye,"Bare Mountain district",outcrops,36.75,-116.77,"Tremolite """"in fibrous, radiating masses to 5 cm"""" (Castor and Ferdock, 2004, p. 440).","not reported","metamorphosed Paleozoic carbonate",
1087,CO,Dolores,"Rico mining district","former Pb-Zn-Cu-Ag-Au-mining district",37.6993,-108.0167,"Tremolite occurs as disseminated silky white fibers or tufts of fibers in metamorphosed Leadville and lower Hermosa limestones"""". Actinolite: """"The fibers and needles in which it crystallizes are gray green and are commonly radiating"""" (McKnight, 1974, p. 68).","other metamorphic minerals"""" (McKnight, 1974, p. 68)","contact metamorphosed limestone",
1088,CO,Gunnison,"Iron Hill carbonatite complex",outcrops,38.2489,-107.0504,"Fibrous blue magnesio-arfvedsonite and richterite are found in the groundmass, often occurring as large mats"""" (Lowers, 2005, p. 23)","calcite, dolomite, apatite, biotite, iron-titanium oxides, barite, pyroxene, pyrite","mixed zone along carbonatite-pyroxenite contact",
