ref_id,short_ref,reference,onlink,source
518,"Sahinen and Crowley (1959)","Sahinen, U.M., and Crowley, F.A., 1959, Summary of Montana mineral resources: Montana Bureau of Mines and Geology Bulletin 11, 53 p.",,ofr20071182
520,"Schmitt (1935)","Schmitt, Harrison, 1935, The Central Mining District, New Mexico: Transactions of the American Institute of Mining and Metallurgical Engineers, v. 115, p. 187-208.",,ofr20071182
521,"Shannon (1921)","Shannon, E.V., 1921, Description of ferroanthophyllite, an orthorhombic iron amphibole from Idaho, with a note on the nomenclature of the anthophyllite group: Proceedings of the United States National Museum, v. 59, no. 2373, p. 397-401.",,ofr20071182
522,"Shaver and Lunceford (1998)","Shaver, K.C., and Lunceford, R.A., 1998, White Earth Project, Colorado--The largest titanium resource in the United States: Canadian Industrial Minerals Bulletin, v. 91, p. 63-65.",,ofr20071182
523,"Sheridan and Raymond (1984)","Sheridan, D.M., and Raymond, W.H., 1984, Preliminary report on the geology of the Sedalia mine area and its Proterozoic deposits of base-metal sulfides and gahnite, Chaffee County, Colorado: U.S. Geological Survey Open-File Report 84-0800, 27 p., 1 plate, scale 1:6,000.","http://pubs.er.usgs.gov/publication/ofr84800",ofr20071182
524,"Simons and others (1979)","Simons, F.S., Armbrustmacher, T.J., Van Noy, R.M., Zilka, N.T., Federspiel, F.E., Ridenour, James, and Anderson, L.A., 1979, Mineral resources of the Beartooth Primitive Area and vicinity, Carbon, Park, Stillwater, and Sweet Grass Counties, Montana, and Park County, Wyoming: U.S. Geological Survey Bulletin 1391-F, 125 p., 2 plates, scale 1:125,000.","http://pubs.er.usgs.gov/publication/b1391F",ofr20071182
525,"Simons and others (1983)","Simons, F.S., Tysdal, R.G., Van Loenen, R.E., Lambeth, R.H., Schmauch, S.W., Mayerle, R.T., and Hamilton, M.M., 1983, Mineral resource potential of the Madison Roadless Area, Gallatin and Madison Counties, Montana: U.S. Geological Survey Miscellaneous Field Studies Map MF-1605-A, 1 sheet, scale 1:96,000, includes 7 p. pamphlet.","http://pubs.er.usgs.gov/publication/mf1605A",ofr20071182
526,"Sims and others (1958)","Sims, P.K., Phair, George, and Moench, R.H., 1958, Geology of the Copper King uranium mine, Larimer County, Colorado: U.S. Geological Survey Bulletin 1032-D, 220 p., 3 plates.","http://pubs.er.usgs.gov/publication/b1032D",ofr20071182
527,"Sinkler (1942)","Sinkler, Helen, 1942, Geology and ore deposits of the Dillon nickel prospect, southwestern Montana: Economic Geology, v. 37, no. 2, p. 136-152.","http://econgeol.geoscienceworld.org/cgi/reprint/37/2/136",ofr20071182
528,"Spencer (1916)","Spencer, A.C., 1916, The Atlantic gold district and the North Laramie Mountains, Fremont, Converse, and Albany Counties, Wyoming: U.S. Geological Survey Bulletin 626, 85 p., 5 plates.","http://pubs.er.usgs.gov/publication/b626",ofr20071182
529,"Steven (1960)","Steven, T.A., 1960, Geology and fluorspar deposits, Northgate District, Colorado: U.S. Geological Survey Bulletin 1082-F, 422 p., 5 plates.","http://pubs.er.usgs.gov/publication/b1082F",ofr20071182
530,"Stotelmeyer and others (1983)","Stotelmeyer, R.B., Johnson, F.L., Lindsey, D.S., Ridenour, James, and Schmauch, S.W., 1983, Economic appraisal of the North Absaroka Wilderness Study Area, Park and Sweet Grass Counties, Montana: U.S. Geological Survey Bulletin 1505-C, p. 115-236.","http://pubs.er.usgs.gov/publication/b1505",ofr20071182
531,"Sullivan (2007)","Sullivan, P.A., 2007, Vermiculite, respiratory disease, and asbestos exposure in Libby, Montana--Update of a cohort mortality study: Environmental Health Perspectives, v. 115, no. 4, p. 579-585.",,ofr20071182
532,"Talmage and Wootton (1937)","Talmage, S.B., and Wootton, T.P., 1937, The non-metallic mineral resources of New Mexico and their economic features (exclusive of fuels): New Mexico Bureau of Mines and Mineral Resources Bulletin No. 12, 159 p., 1 plate.",,ofr20071182
533,"Taylor and others (1975)","Taylor, R.B., Scott, G.R., Wobus, R.A., and Epis, R.C., 1975, Reconnaissance geologic map of the Royal Gorge quadrangle, Fremont and Custer Counties, Colorado: U.S. Geological Survey Miscellaneous Investigations Series Map I-869, 1 sheet, scale 1:62,500.","http://pubs.er.usgs.gov/publication/i869",ofr20071182
534,"Temple and Grogan (1965)","Temple, A.K., and Grogan, R.M., 1965, Carbonatite and related alkalic rocks at Powderhorn, Colorado: Economic Geology, v. 60, no. 4, p. 672-692.","http://econgeol.geoscienceworld.org/cgi/reprint/60/4/672",ofr20071182
535,"Tullis (1944)","Tullis, E.L., 1944, Contributions to the geology of Latah County, Idaho: Geological Society of America Bulletin, v. 55, p. 131-164.","http://gsabulletin.gsapubs.org/content/55/2.toc",ofr20071182
536,"Tysdal (1988)","Tysdal, R.G., 1988, Geologic map of the northeast flank of the Blacktail Mountains, Beaverhead County, Montana: U.S. Geological Survey Miscellaneous Field Studies Map MF-2041, scale 1:24,000.","http://pubs.er.usgs.gov/publication/mf2041",ofr20071182
538,"Van Gosen and others (2005)","Van Gosen, B.S., Lowers, H.A., Bush, A.L., Meeker, G.P., Plumlee, G.S., Brownfield, I.K., and Sutley, S.J., 2005, Reconnaissance study of the geology of U.S. vermiculite deposits--Are asbestos minerals common constituents?: U.S. Geological Survey Bulletin 2192, 8 p.","http://pubs.er.usgs.gov/publication/b2192",ofr20071182
539,"Wahlstrom (1934)","Wahlstrom, E.E., 1934, An unusual occurrence of asbestos: American Mineralogist, v. 19, no. 4, p. 178-180.","http://www.minsocam.org/ammin/AM19/AM19_178.pdf",ofr20071182
540,"Wahlstrom (1940)","Wahlstrom, E.E., 1940, Ore deposits at Camp Albion, Boulder County, Colorado: Economic Geology, v. 35, no. 4, p. 477-500.","http://econgeol.geoscienceworld.org/cgi/reprint/35/4/477",ofr20071182
541,"White-Pinilla (1996)","White-Pinilla, K.C., 1996, Characterization of fenitizing fluids and processes involved in fenitization at the Iron Hill carbonatite complex, Gunnison County, Colorado: Golden, Colo., Colorado School of Mines, M.S. thesis, 170 p.",,ofr20071182
542,"Winchell (1914)","Winchell, A.N., 1914, Mining districts of the Dillon quadrangle, Montana and adjacent areas: U.S. Geological Survey Bulletin 574, 191 p.","http://pubs.er.usgs.gov/publication/b574",ofr20071182
543,"Wylie and Verkouteren (2000)","Wylie, A.G., and Verkouteren, J.R., 2000, Amphibole asbestos from Libby, Montana--Aspects of nomenclature: American Mineralogist, v. 85, p. 1540-1542.","http://www.minsocam.org/ammin/AM85/AM85_1540.pdf",ofr20071182
544,"Allen and Fahey (1952)","Allen, V.T., and Fahey, J.J., 1952, New occurrences of minerals at Iron Mountain, Missouri: American Mineralogist, v. 37, nos. 9-10, p. 736-743.","http://www.minsocam.org/ammin/AM37/AM37_736.pdf",ofr20061211
545,"Allen and Fahey (1956)","Allen, V.T., and Fahey, J.J., 1956, Actinolite at Iron Mountain, Missouri: Geological Society of America Bulletin, v. 67, p. 1664-1665.",,ofr20061211
546,"Bailey and Tyler (1960)","Bailey, S.W., and Tyler, S.A., 1960, Clay minerals associated with the Lake Superior iron ores: Economic Geology, v. 55, no. 1, p. 150-175.","http://econgeol.geoscienceworld.org/cgi/reprint/55/1/150",ofr20061211
547,"Barnes (1943)","Barnes, V.E., 1943, Soapstone and serpentine in the central mineral region of Texas, in Texas mineral resources: Austin, Texas, The University of Texas Publication No. 4301 [Issued 1946], p. 55-91.",,ofr20061211
548,"Barnes (1952)","Barnes, V.E., 1952, Blowout quadrangle, Gillespie and Llano Counties, Texas: The University of Texas Bureau of Economic Geology Geologic Quadrangle Map No. 5, scale 1:31,680.",,ofr20061211
549,"Barnes and others (1942)","Barnes, V.E., Dawson, R.F., and Parkinson, G.A., 1942, Building stones of central Texas: Austin, Texas, The University of Texas Publication No. 4246 [Issued 1947], 198 p.",,ofr20061211
550,"Bayley and others (1966)","Bayley, R.W., Dutton, C.E., and Lamey, C.A., 1966, Geology of the Menominee iron-bearing district, Dickinson County, Michigan, and Florence and Marinette Counties, Wisconsin: U.S. Geological Survey Professional Paper 513, 96 p., 4 plates.","http://pubs.er.usgs.gov/publication/pp513",ofr20061211
551,"Bourbon (1981)","Bourbon, W.B., 1981, The origin and occurrences of talc in the Allamoore district, Culberson and Hudspeth Counties, Texas: Canyon, Texas, West Texas State University, M.S. thesis, 65 p.",,ofr20061211
552,"Bourbon (1982)","Bourbon, W.B., 1982, The origin of talc in the Allamoore district, Texas, in Austin, G.S., compiler, Industrial rocks and minerals of the Southwest: New Mexico Bureau of Mines & Mineral Resources Circular 182, p. 77-84.",,ofr20061211
554,"Bridge (1953)","Bridge, T.E., 1953, The petrology and petrography of the igneous rocks of Riley County, Kansas: Manhattan, Kan., Kansas State University, M.S. thesis, 57 p.",,ofr20061211
555,"Broderick (1945)","Broderick, T.M., 1945, Geology of the Ropes Gold mine, Marquette County, Michigan: Economic Geology, v. 40, no. 2, p. 115-128.","http://econgeol.geoscienceworld.org/cgi/reprint/40/2/115",ofr20061211
556,"Byrne and others (1956)","Byrne, F.E., Parish, K.L., and Crumpton, C.F., 1956, Igneous intrusions in Riley County, Kansas: American Association of Petroleum Geologists Bulletin, v. 40, no. 2, p. 377-380.",,ofr20061211
557,"Caddey and others (1991)","Caddey, S.W., Bachman, R.L., Campbell, T.J., Reid, R.R., and Otto, R.P., 1991, The Homestake gold mine--An early Proterozoic iron-formation-hosted gold deposit, Lawrence County, South Dakota: U.S. Geological Survey Bulletin 1857-J, 67 p.","http://pubs.er.usgs.gov/publication/b1857J",ofr20061211
558,"Carter (1974)","Carter, L.J., 1974, Pollution and public health--Taconite case poses major test: Science, v. 186, no. 4158, p. 31-36.",,ofr20061211
559,"Clabaugh and Barnes (1959)","Clabaugh, S.E., and Barnes, V.E., 1959, Vermiculite in central Texas: The University of Texas Bureau of Economic Geology Report of Investigations No. 40, 32 p.",,ofr20061211
560,"Connolly and O'Harra (1929)","Connolly, J.P., and O'Harra, C.C., 1929, The mineral wealth of the Black Hills: Rapid City, S. Dak., South Dakota School of Mines Bulletin No. 16, 418 p.",,ofr20061211
561,"Conrad (1952)","Conrad, M.A., 1952, Contact metamorphic effects of three pegmatitic dikes in the Upper Peninsula of Michigan: Houghton, Mich., Michigan Technological University, M.S. thesis, 31 p.",,ofr20061211
562,"Creveling (1926)","Creveling, J.G., 1926, The peridotite of Presque Isle, Michigan--A study in serpentinization: American Journal of Science, Fifth series, v. 12, no. 72, p. 515-521.",,ofr20061211
563,"Cullers and others (1985)","Cullers, R.L., Ramakrishnan, Subramanian, Berendsen, Pieter, and Griffin, Tom, 1985, Geochemistry and peterogenesis of lamproites, Late Cretaceous age, Woodson County, Kansas, U.S.A.: Geochimica et Cosmochimica Acta, v. 49, no. 6, p. 1383-1402.",,ofr20061211
564,"Dake (1930)","Dake, C.L., 1930, The geology of the Potosi and Edgehill quadrangles: Missouri Bureau of Geology and Mines, v. 23, Second Series, p. 222-223.",,ofr20061211
565,"DeWitt and others (1988a)","DeWitt, Ed, Buscher, David, Wilson, A.B., and Johnson, Tom, 1988a, Map showing locations of mines, prospects, and patented mining claims, and classification of mineral deposits in parts of the Iron Mountain and Hayward 7.5-minute quadrangles, Black Hills, South Dakota: U.S. Geological Survey Miscellaneous Field Studies Map MF-1978-N, 1 sheet, scale 1:24,000.","http://pubs.er.usgs.gov/publication/mf1978N",ofr20061211
566,"DeWitt and others (1988b)","DeWitt, Ed, Buscher, David, Wilson, A.B., and Johnson, Tom, 1988b, Map showing locations of mines, prospects, and patented mining claims, and classification of mineral deposits in the Mount Rushmore 7.5-minute quadrangle, Black Hills, South Dakota: U.S. Geological Survey Miscellaneous Field Studies Map MF-1978-K, 1 sheet, scale 1:24,000.","http://pubs.er.usgs.gov/publication/mf1978K",ofr20061211
567,"Dietrich and Lonsdale (1958)","Dietrich, J.W., and Lonsdale, J.T., 1958, Mineral resources of the Colorado River Industrial Development Association Area: The University of Texas Bureau of Economic Geology Report of Investigations No. 37, 84 p., 9 plates.",,ofr20061211
568,"Dunn (2002)","Dunn, D.P., 2002, Xenolith mineralogy and geology of the Prairie Creek lamproite province, Arkansas: Austin, Texas, University of Texas, Ph.D. dissertation, 159 p.",,ofr20061211
569,"Eastwood and Brookins (1965)","Eastwood, R.L., and Brookins, D.G., 1965, A spectrochemical investigation of the Bala and Stockdale intrusions, Riley County, Kansas: Transactions of the Kansas Academy of Science, v. 68, no. 1, p. 72-87.",,ofr20061211
570,"Edwards (1984)","Edwards, Gerald, 1984, Petrography and geochemistry of the Allamoore Formation, Culberson and Hudspeth Counties, Texas: El Paso, Texas, University of Texas, Ph.D. dissertation, 287 p.",,ofr20061211
572,"French (1968)","French, B.M., 1968, Progressive contact metamorphism of the Biwabik iron-formation, Mesabi Range, Minnesota: Minneapolis, Minn., University of Minnesota, Minnesota Geological Survey Bulletin 45, 103 p.",,ofr20061211
573,"Gair and Thaden (1968)","Gair, J.E., and Thaden, R.E., 1968, Geology of the Marquette and Sands quadrangles, Marquette County, Michigan: U.S. Geological Survey Professional Paper 397, 77 p., 7 plates.","http://pubs.er.usgs.gov/publication/pp397",ofr20061211
574,"Gogineni and others (1978)","Gogineni, S.V., Melton, C.E., and Giardini, A.A., 1978, Some petrological aspects of the Prairie Creek diamond-bearing kimberlite diatreme, Arkansas: Contributions to Mineralogy and Petrology, v. 66, no. 3, p. 251-261.",,ofr20061211
575,"Grawe (1943)","Grawe, O.R., 1943, Manganese deposits of Missouri (Appendix VI), in Biennial report of the State Geologist, Transmitted to the Sixty-Second General Assembly: Missouri Geological Survey and Water Resources 62nd Biennial Report, Appendix VI, p. 20-29.",,ofr20061211
576,"Great Lakes Research Advisory Board (1975)","Great Lakes Research Advisory Board, 1975, Asbestos in the Great Lakes basin, with emphasis on Lake Superior--A report to the International Joint Commission: Great Lakes Research Advisory Board, 100 p.",,ofr20061211
577,"Gunderson and Schwartz (1962)","Gunderson, J.N., and Schwartz, G.M., 1962, The geology of the metamorphosed Biwabik iron-formation, eastern Mesabi district, Minnesota: Minneapolis, Minn., University of Minnesota, Minnesota Geological Survey Bulletin 43, 139 p., 1 plate.",,ofr20061211
578,"Hamilton (1935)","Hamilton, R.G., 1935, Pre-Cambrian geology of the Keystone district, Black Hills, South Dakota: Iowa City, Iowa, University of Iowa, Ph.D. dissertation, 41 p.",,ofr20061211
579,"Heinrich (1962)","Heinrich, E.W., 1962, Exomorphism around an aplite-pegmatite dike, Felch, Michigan: American Mineralogist, v. 47, p. 1205-1209.","http://www.minsocam.org/ammin/AM47/AM47_1205.pdf",ofr20061211
580,"Heinrich (1976)","Heinrich, E.W., 1976, The mineralogy of Michigan: Michigan Department of Natural Resources, Geological Survey Division Bulletin 6, 225 p.",,ofr20061211
581,"Kidwell (1990)","Kidwell, A.L., 1990, Famous mineral localities--Murfreesboro, Arkansas: The Mineralogical Record, v. 21, no. 6, p. 545-555.",,ofr20061211
582,"Kisvarsanyi (1966)","Kisvarsanyi, Geza, 1966, Geochemical and petrological study of the Precambrian iron metallogenic province of southeast Missouri: Rolla, Mo., University of Missouri, Ph.D. dissertation, 224 p.",,ofr20061211
583,"Kisvarsanyi and Kisvarsanyi (1989)","Kisvarsanyi, Geza, and Kisvarsanyi, E.B., 1989, Precambrian geology and ore deposits of the southeast Missouri iron metallogenic province, in Brown, V.M., Kisvarsanyi, E.B., and Hagni, R.D., eds., """"Olympic Dam-type"""" deposits and geology of Middle Proterozoic rocks in the St. Francois Mountains terrane, Missouri; Guidebook prepared for Society of Economic Geologists Field Conference, November 2-4, 1989: Society of Economic Geologists Guidebook Series, v. 4,  p. 1-40.",,ofr20061211
584,"Kisvarsanyi and Proctor (1967)","Kisvarsanyi, Geza, and Proctor, P.D., 1967, Trace element content of magnetites and hematites, southeast Missouri iron metallogenic province, U.S.A.: Economic Geology, v. 62, no. 4, p. 449-471.","http://econgeol.geoscienceworld.org/cgi/reprint/62/4/449",ofr20061211
585,"Kyle and Clark (1990)","Kyle, J.R., and Clark, K.F., 1990, Geology of the Allamoore talc district, west Texas, in Kyle, J.R., ed., Industrial mineral resources of the Delaware basin, Texas and New Mexico: Society of Economic Geologists Guidebook Series, v. 8, p. 181-190.",,ofr20061211
586,"Lowell and Noll (2001)","Lowell, G.R., and Noll, P.D., Jr., 2001, Fe-Cu-Au-bearing scapolite skarn in moat sediments of the Taum Sauk Caldera, southeastern Missouri, USA: Mineralogical Magazine, v. 65, no. 3, p. 373-396.",,ofr20061211
587,"McCarthy (1976)","McCarthy, T.R., 1976, The metamorphic petrology of the sideroplesite and cummingtonite schist facies of the Homestake Formation, Homestake mine, Lead, South Dakota: Madison, Wis., University of Wisconsin-Madison, M.S. thesis, 73 p.",,ofr20061211
588,"Miser and Ross (1922)","Miser, H.D., and Ross, C.S., 1922, Diamond-bearing peridotite in Pike County, Arkansas: Economic Geology, v. 17, no. 8, p. 662-674.","http://econgeol.geoscienceworld.org/cgi/reprint/17/8/662",ofr20061211
589,"Miser and Ross (1923a)","Miser, H.D., and Ross, C.S., 1923a, Diamond-bearing peridotite in Pike County, Arkansas: U.S. Geological Survey Bulletin 735-I, p. 279-322.","http://pubs.er.usgs.gov/publication/b735I",ofr20061211
590,"Miser and Ross (1923b)","Miser, H.D., and Ross, C.S., 1923b, Peridotite dikes in Scott County, Arkansas: U.S. Geological Survey Bulletin 735-H, p. 271-278.","http://pubs.er.usgs.gov/publication/b735H",ofr20061211
591,"Moore and Haynes (1920)","Moore, R.C., and Haynes, W.P., 1920, An outcrop of basic igneous rock in Kansas: American Association of Petroleum Geologists Bulletin, v. 4, no. 2, p. 183-187.",,ofr20061211
592,"Morey and others (1972)","Morey, G.B., Papike, J.J., Smith, R.W., and Weiblen, P.W., 1972, Observations on the contact metamorphism of the Biwabik iron-formation, east Mesabi district, Minnesota, in Doe, B.R., and Smith, D.K., eds., Studies in mineralogy and Precambrian geology: Geological Society of America Memoir 135, p. 225-264.",,ofr20061211
593,"Murphy and Ohle (1968)","Murphy, J.E., and Ohle, E.L., 1968, The Iron Mountain mine, Iron Mountain, Missouri, in Ridge, J.D., ed., Ore deposits of the United States, 1933-1967--The Graton-Sales Volume: New York, The American Institute of Mining, Metallurgical, and Petroleum Engineers, Inc., p. 287-302.",,ofr20061211
594,"Noble (1950)","Noble, J.A., 1950, Ore mineralization in the Homestake gold mine, Lead, South Dakota: Geological Society of America Bulletin, v. 61, no. 3, p. 221-252.","http://gsabulletin.gsapubs.org/content/61/3/221.full.pdf+html",ofr20061211
595,"Norton (1976)","Norton, J.J., 1976, Field compilation map of the geology of the Keystone area, Black Hills, South Dakota: U.S. Geological Survey Open-File Report 76-297, 1 sheet, scale 1:20,000.","http://pubs.er.usgs.gov/publication/ofr76297",ofr20061211
596,"Paige (1912)","Paige, Sidney, 1912, Geologic atlas of the United States--Llano-Burnet folio: U.S. Geological Survey Folio No. 183, 16 p., scale 1:125,000.","http://pubs.er.usgs.gov/publication/gf183",ofr20061211
597,"Paterson and Lisenbee (1990)","Paterson, C.J., and Lisenbee, A.L., eds., 1990, Metallogeny of gold in the Black Hills, South Dakota, Guidebook prepared for Society of Economic Geologists Field Conference, September 5-9, 1990: Society of Economic Geologists Guidebook Series, v. 7, 190 p.",,ofr20061211
598,"Price and others (1983)","Price, J.G., Henry, C.D., and Standen, A.R., 1983, Annotated bibliography of mineral deposits in Trans-Pecos Texas: University of Texas at Austin, Bureau of Economic Geology Mineral Resource Circular No. 73, 108 p.",,ofr20061211
599,"Ratte (1980)","Ratte, J.C., 1980, Geologic map of the Medicine Mountain quadrangle, Pennington County, South Dakota: U.S. Geological Survey Open-File Report 80-1083, 1 sheet, scale 1:24,000.","http://pubs.er.usgs.gov/publication/ofr801083",ofr20061211
600,"Roberts and Rapp (1965)","Roberts, W.L., and Rapp, George, Jr., 1965, Mineralogy of the Black Hills: Rapid City, S. Dak., South Dakota School of Mines and Technology Bulletin Number 18, 268 p.",,ofr20061211
601,"Rogers (1961)","Rogers, J.E., 1961, Mineralogy of Oxford serpentine deposit, Llano County, Texas: Austin, Texas, University of Texas, M.S. thesis, 69 p.",,ofr20061211
602,"Rohrbacher (1973)","Rohrbacher, R.G., 1973, Asbestos in the Allamoore talc district, Hudspeth and Culberson Counties, Texas: University of Texas Bureau of Economic Geology Geological Circular 73-1, 17 p.",,ofr20061211
603,"Rominger (1881)","Rominger, C., 1881, Upper Peninsula, 1878-1880: Geological Survey of Michigan, v. IV, 248 p.",,ofr20061211
604,"Rosa (1966)","Rosa, Felipe, 1966, Mineralogy and petrogenesis of the Stockdale intrusion, Riley County, Kansas: Manhattan, Kan., Kansas State University, M.S. thesis, 77 p.",,ofr20061211
605,"Rosa and Brookins (1966)","Rosa, Felipe, and Brookins, D.G., 1966, The mineralogy of the Stockdale kimberlite pipe, Riley County, Kansas: Transactions of the Kansas Academy of Science, v. 69, nos. 3-4, p. 335-344.",,ofr20061211
606,"Sharwood (1911)","Sharwood, W.J., 1911, Analyses of some rocks and minerals from the Homestake mine, Lead, South Dakota: Economic Geology, v. 6, no. 8, p. 729-789.","http://econgeol.geoscienceworld.org/cgi/reprint/6/8/729",ofr20061211
607,"Sides (1981)","Sides, R.J., 1981, Geology of the Ketcherside Mountain area, southeastern Missouri, and the source of Grassy Mountain Ignimbrite: Geological Society of America Bulletin, v. 92, p. 686-693.","http://gsabulletin.gsapubs.org/content/92/9/686.full.pdf+html",ofr20061211
608,"Sliter (1970)","Sliter, T.W., 1970, The Empire mine and mill, Palmer, Michigan, in Guidebook for field trips (Field excursions--Pleistocene, Devonian, Precambrian), in connection with Geological Society of America North-Central Section Meeting: Michigan Basin Geological Society, p. 165-170.",,ofr20061211
609,"Snelgrove and others (1944)","Snelgrove, A.K., Seaman, W.A., and Ayres, V.L., 1944, Strategic minerals investigations in Marquette and Baraga Counties, 1943: Michigan Department of Conservation, Geological Survey Division, Progress Report Number 10, 69 p.",,ofr20061211
610,"Wagner (1954)","Wagner, H.C., 1954, Geology of the Fredonia quadrangle, Kansas: U.S. Geological Survey Geologic Quadrangle Map GQ-49, scale 1:62,500.","http://pubs.er.usgs.gov/publication/gq49",ofr20061211
611,"Waldman and others (1987)","Waldman, M.A., McCandless, T.E., and Dummett, H.T., 1987, Geology and petrography of the Twin Knobs #1 lamproite, Pike County, Arkansas, in Morris, E.M., and Pasteris, J.D., eds., Mantle metasomatism and alkaline magmatism: Geological Society of America Special Paper 215, p. 205-216.",,ofr20061211
612,"White (1954)","White, D.A., 1954, The stratigraphy and structure of the Mesabi Range, Minnesota: Minnesota Geological Survey Bulletin 38, 92 p., 4 plates.",,ofr20061211
613,"Williams (1963)","Williams, S.A., 1963, Anthonyite and calumetite--Two new minerals from the Michigan copper district: American Mineralogist, v. 48, nos. 5 and 6, p. 614-619.","http://www.minsocam.org/ammin/AM48/AM48_614.pdf",ofr20061211
614,"Wylie and Huggins (1980)","Wylie, A.G., and Huggins, C.W., 1980, Characteristics of a potassian winchite-asbestos from the Allamoore talc district, Texas: Canadian Mineralogist, v. 18, p. 101-107.",,ofr20061211
615,"Ziegler (1914)","Ziegler, Victor, 1914, The minerals of the Black Hills: Rapid City, S. Dak., South Dakota School of Mines Bulletin No. 10, 250 p.",,ofr20061211
